Paper title,Paper eid,Paper doi,Citing paper title,Citing paper eid,Citing paper doi
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Explaining cube measures through Intentional Analytics,2-s2.0-85180538265,10.1016/j.is.2023.102338
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Organizational Factors Enabling Augmented Analytic and BI 4.0 Implementation Success,2-s2.0-85211010454,10.1109/EMR.2024.3506865
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Methodology for a Business Intelligence Platform by Using Oracle 19C Database Engine and its Limitations,2-s2.0-85208021175,10.1007/978-3-031-70300-3_5
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Suggesting Assess Queries for Interactive Analysis of Multidimensional Data,2-s2.0-85129353199,10.1109/TKDE.2022.3171516
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,The Whys and Wherefores of Cubes,2-s2.0-85153334849,
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Insight-Based Vocalization of OLAP Sessions,2-s2.0-85137993971,10.1007/978-3-031-15740-0_15
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Cross-national differences in big data analytics adoption in the retail industry,2-s2.0-85119055485,10.1016/j.jretconser.2021.102827
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,What's the Situation with Situated Visualization? A Survey and Perspectives on Situatedness,2-s2.0-85118642294,10.1109/TVCG.2021.3114835
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Business intelligence and data analytics in business processes,2-s2.0-85205590079,10.51252/rcsi.v1i2.167
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Conversational OLAP,2-s2.0-85118769792,
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Conversational OLAP in action,2-s2.0-85113716450,10.5441/002/edbt.2021.74
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,Path Planning of Unmanned Autonomous Helicopter Based on Human-Computer Hybrid Augmented Intelligence,2-s2.0-85099932402,10.1155/2021/6639664
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Personalization of OLAP queries for hierarchical visualization under constraints,2-s2.0-85197395708,10.1007/s13278-024-01279-w
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns,2-s2.0-85174707802,10.1016/j.eswa.2023.122055
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Mining the colossal patterns using ISSA based KMC with VGHHO clustering model for high dimensional data,2-s2.0-85186091842,10.1016/j.teler.2024.100125
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Colossal Trajectory Mining Semantic Co-movement Pattern Mining,2-s2.0-85202010909,
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,10.1109/TKDE.2022.3174204
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Conversational OLAP,2-s2.0-85118769792,
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Study of Effective Mining Algorithms for Frequent Itemsets,2-s2.0-85101981547,10.1007/978-981-15-9509-7_41
Summarization and visualization of multi-level and multi-dimensional itemsets,2-s2.0-85079239065,10.1016/j.ins.2020.02.006,Multidimensional Heterogeneous Medical Data Push in Intelligent Cloud Collaborative Management System,2-s2.0-85095819851,10.1155/2020/7574609
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,A methodology for the systematic design of storytelling dashboards applied to Industry 4.0,2-s2.0-85215837026,10.1016/j.datak.2025.102410
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,"Immersive Data-Driven Storytelling: Scoping an Emerging Field Through the Lenses of Research, Journalism, and Games",2-s2.0-85216020867,10.1109/TVCG.2025.3531138
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Highlighting the Importance of Intentional Aspects in Data Narrative Crafting Processes,2-s2.0-85168569804,10.1007/s10796-023-10418-1
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Insights into commonalities of a sample: A visualization framework to explore unusual subset-dataset relationships,2-s2.0-85188808893,10.1016/j.datak.2024.102299
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,DATATALES: A Benchmark for Real-World Intelligent Data Narration,2-s2.0-85217752099,
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Using the S-DIKW framework to transform data visualization into data storytelling,2-s2.0-85212860210,10.1002/asi.24973
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Data Narration for the People: Challenges and Opportunities,2-s2.0-85165089398,10.48786/edbt.2023.82
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,"Why Did the “Missing Middle” Miss the Train? An Actors-In-Systems Exploration of Barriers to Intensified Family Housing in Waterloo Region, Canada",2-s2.0-85149246696,10.3390/land12020434
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Binding Data Narrations - Corroborating the Plausibility of Scientific Narratives by Open Research Data,2-s2.0-85174637694,10.1109/JCDL57899.2023.00028
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Computational narratives using Model-Driven Engineering,2-s2.0-85143906656,10.1109/CLEI56649.2022.9959933
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Data Narrative Crafting via a Comprehensive and Well-Founded Process,2-s2.0-85137981454,10.1007/978-3-031-15740-0_25
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,A data narrative about tuberculosis pandemic in Gabon,2-s2.0-85130756836,
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Generating personalized data narrations from EDA notebooks,2-s2.0-85129221734,
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Intelligent Narrative Summaries: From Indicative to Informative Summarization,2-s2.0-85113907936,10.1016/j.bdr.2021.100257
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Three trajectories for narrative visualisation,2-s2.0-85105052507,10.1016/j.visinf.2021.04.001
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Research Data Management and Data Literacies,2-s2.0-85136718318,10.1016/C2020-0-02068-2
Towards a Conceptual Model for Data Narratives,2-s2.0-85097380415,10.1007/978-3-030-62522-1_19,Towards Enhancing Database Education: Natural Language Generation Meets Query Execution Plans,2-s2.0-85108945554,10.1145/3448016.3452822
Supporting the generation of data narratives,2-s2.0-85095734112,,FABULA: Intelligence Report Generation Using Retrieval-Augmented Narrative Construction,2-s2.0-85190626299,10.1145/3625007.3627505
Supporting the generation of data narratives,2-s2.0-85095734112,,Enhancing Cubes with Models to Describe Multidimensional Data,2-s2.0-85107683405,10.1007/s10796-021-10147-3
Supporting the generation of data narratives,2-s2.0-85095734112,,Computational narratives using Model-Driven Engineering,2-s2.0-85143906656,10.1109/CLEI56649.2022.9959933
Supporting the generation of data narratives,2-s2.0-85095734112,,Computational Understanding of Narratives: A Survey,2-s2.0-85139867862,10.1109/ACCESS.2022.3205314
Supporting the generation of data narratives,2-s2.0-85095734112,,On the design of an interactive automatic Python programming skills assessment system,2-s2.0-85136934584,10.1109/ECAI54874.2022.9847414
Supporting the generation of data narratives,2-s2.0-85095734112,,A data narrative about tuberculosis pandemic in Gabon,2-s2.0-85130756836,
OLAP Querying of Document Stores in the Presence of Schema Variety,2-s2.0-85090883258,,Data Warehouse Based on NoSQL: A literature mapping,2-s2.0-85115761767,10.23919/CISTI52073.2021.9476293
The Tell-Tale Cube,2-s2.0-85090100247,10.1007/978-3-030-54832-2_16,Suggesting Assess Queries for Interactive Analysis of Multidimensional Data,2-s2.0-85129353199,10.1109/TKDE.2022.3171516
The Tell-Tale Cube,2-s2.0-85090100247,10.1007/978-3-030-54832-2_16,Enhancing Cubes with Models to Describe Multidimensional Data,2-s2.0-85107683405,10.1007/s10796-021-10147-3
The Tell-Tale Cube,2-s2.0-85090100247,10.1007/978-3-030-54832-2_16,Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12
The Tell-Tale Cube,2-s2.0-85090100247,10.1007/978-3-030-54832-2_16,Supporting the generation of data narratives,2-s2.0-85095734112,
Towards conversational OLAP,2-s2.0-85082444588,,VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,10.1016/j.is.2024.102496
Towards conversational OLAP,2-s2.0-85082444588,,Describing and Assessing Cubes Through Intentional Analytics,2-s2.0-85165002810,10.48786/edbt.2023.69
Towards conversational OLAP,2-s2.0-85082444588,,Natural Language Interfaces to Data,2-s2.0-85146640292,10.1561/1900000078
Towards conversational OLAP,2-s2.0-85082444588,,Querying multidimensional big data through a chatbot system,2-s2.0-85130336561,10.1145/3477314.3507692
Towards conversational OLAP,2-s2.0-85082444588,,Enhancing Cubes with Models to Describe Multidimensional Data,2-s2.0-85107683405,10.1007/s10796-021-10147-3
Towards conversational OLAP,2-s2.0-85082444588,,COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752
Towards conversational OLAP,2-s2.0-85082444588,,Describing Multidimensional Data Through Highlights (Discussion Paper),2-s2.0-85137469232,
Towards conversational OLAP,2-s2.0-85082444588,,Talk to Your Data: a Chatbot System for Multidimensional Datasets,2-s2.0-85136956557,10.1109/COMPSAC54236.2022.00092
Towards conversational OLAP,2-s2.0-85082444588,,Optimally summarizing data by small fact sets for concise answers to voice queries,2-s2.0-85112863874,10.1109/ICDE51399.2021.00151
Towards conversational OLAP,2-s2.0-85082444588,,Robust voice querying with muve: Optimally visualizing results of phonetically similar queries,2-s2.0-85119675888,10.14778/3476249.3476289
Towards conversational OLAP,2-s2.0-85082444588,,Conversational OLAP in action,2-s2.0-85113716450,10.5441/002/edbt.2021.74
Towards conversational OLAP,2-s2.0-85082444588,,Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12
Towards conversational OLAP,2-s2.0-85082444588,,Demonstrating Robust Voice Querying with MUVE: Optimally Visualizing Results of Phonetically Similar Queries,2-s2.0-85108966804,10.1145/3448016.3452753
Towards conversational OLAP,2-s2.0-85082444588,,The Tell-Tale Cube,2-s2.0-85090100247,10.1007/978-3-030-54832-2_16
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Optimal Methodology for Addressing the Social Impact Component within Project Proposals and Curriculum Vitae,2-s2.0-85189353544,10.17583/rimcis.13747
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Respecifying fieldwork: Refused knowledge communities explored through the reflexive lens,2-s2.0-85205410444,10.1007/978-981-99-7188-6_10
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Conceptualizing Analytics:An Overview of Business Intelligence and Analytics from a Conceptual-Modeling Perspective,2-s2.0-85161865197,10.1007/978-3-662-65004-2_13
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Free choice in the making: Vaccine-related activism as an alternative form of citizenship during the Covid-19 pandemic.,2-s2.0-85147657571,10.1285/i20356609v15i3p697
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Parents’ decisions to vaccinate children against covid-19: A scoping review,2-s2.0-85121534481,10.3390/vaccines9121476
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Multi-perspectives systematic review on the applications of sentiment analysis for vaccine hesitancy,2-s2.0-85117894540,10.1016/j.compbiomed.2021.104957
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,COVID-19 fake news diffusion across Latin America,2-s2.0-85106274858,10.1007/s13278-021-00753-z
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,Understanding public perceptions of COVID-19 contact tracing apps: Artificial intelligence-enabled social media analysis,2-s2.0-85106469791,10.2196/26618
"Social BI to understand the debate on vaccines on the Web and social media: unraveling the anti-, free, and pro-vax communities in Italy",2-s2.0-85070525370,10.1007/s13278-019-0590-x,#Antivaccination on instagram: A computational analysis of hashtag activism through photos and public responses,2-s2.0-85092658500,10.3390/ijerph17207550
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,2-s2.0-85070329171,10.23919/MIPRO.2019.8757119,Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns,2-s2.0-85174707802,10.1016/j.eswa.2023.122055
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,2-s2.0-85070329171,10.23919/MIPRO.2019.8757119,User-centered road network traffic analysis with MobilityDB,2-s2.0-85136515209,10.1111/tgis.12972
